"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","6","","UserRepoSuite","","","","[User get all] sql error",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","13","","RecipeSuite","","","","[Recipe get by salad id] successful get",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","11","","CommentRepoSuite","","","","[Comment delete by id] sql error",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","64","","RecipeRepoSuite","","","","[Recipe create] not inserted",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","22","","MeasurementRepoSuite","","","","[Measurement get by recipe id] successful get",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","55","","RecipeRepoSuite","","","","[Recipe delete by id] successfully deleted",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","60","","RecipeRepoSuite","","","","[Recipe update] successfully updated",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","16","","MeasurementRepoSuite","","","","[Measurement get all] successful get",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","22","","KeywordsRepoSuite","","","","[Keyword get all] sql error",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","10","","AuthSuite","","","","[Login] username not found",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","30","","UserSuite","","","","[User get by id] repo error",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","23","","CommentRepoSuite","","","","[Comment create] not inserted",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","22","","RecipeStepSuite","","","","[RecipeStep delete by id] repo error",""
"passed","Mon Nov 11 07:11:50 GMT 2024","Mon Nov 11 07:11:50 GMT 2024","28","","ITAuthSuite","","","","[Register] email isn't unique",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","43","","IngredientTypeRepoSuite","","","","[Ingredient type get by id] failed to get",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","42","","IngredientTypeRepoSuite","","","","[Ingredient type get all] sql error",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","19","","SaladTypeSuite","","","","[Salad type create] empty name",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","20","","IngredientTypeSuite","","","","[Ingredient type get by id] successful get",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","14","","KeywordsRepoSuite","","","","[Keyword create] successfully created",""
"passed","Mon Nov 11 07:11:40 GMT 2024","Mon Nov 11 07:11:40 GMT 2024","29","","SaladTypeSuite","","","","[Salad type get all] repo error",""
