"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 21:32:50 GMT 2024","Tue Oct 22 21:32:50 GMT 2024","87","","ITSaladSuite","","","","[Get all] success, filter by ingredients and types",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","6","","RecipeRepoSuite","","","","[Recipe get by id] failed to get",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","22","","UserRepoSuite","","","","[User update] failed to update",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","38","","SaladInteractorSuite","","","","[Salad interactor delete by id] successfully deleted",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","4","","RecipeStepSuite","","","","[RecipeStep create] successfully created",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","40","","SaladRepoSuite","","","","[Recipe update] successfully updated",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","35","","SaladTypeRepoSuite","","","","[Salad type get all] successful get",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","77","","RecipeStepSuite","","","","[RecipeStep get all] repo error",""
"passed","Tue Oct 22 21:32:50 GMT 2024","Tue Oct 22 21:32:50 GMT 2024","90","","ITRecipeStepSuite","","","","[Get by id] success",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","26","","SaladTypeRepoSuite","","","","[Salad type create] successfully created",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","20","","SaladInteractorSuite","","","","[Salad interactor get all] service error",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","9","","KeywordsRepoSuite","","","","[Keyword get by id] failed to get",""
"passed","Tue Oct 22 21:32:50 GMT 2024","Tue Oct 22 21:32:50 GMT 2024","62","","ITRecipeStepSuite","","","","[Update] step num greater then max",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","7","","AuthSuite","","","","[Login] username not found",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","33","","KeywordsValidatorSuite","","","","[keyword validator delete by id] repo error",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","12","","SaladInteractorSuite","","","","[Salad interactor create] successfully created",""
"passed","Tue Oct 22 21:32:35 GMT 2024","Tue Oct 22 21:32:35 GMT 2024","35","","IngredientTypeSuite","","","","[Ingredient type create] empty name",""
