"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","12","","RecipeStepSuite","","","","[RecipeStep delete by id] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","2","","AuthRepoSuite","","","","[Register] not inserted",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","8","","UserRepoSuite","","","","[User create] not inserted",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","16","","MeasurementSuite","","","","[Measurement get by id] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","25","","CommentRepoSuite","","","","[Comment get by id] failed to get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","5","","CommentSuite","","","","[Comment delete by id] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","3","","IngredientTypeRepoSuite","","","","[Ingredient type get all] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","34","","CommentRepoSuite","","","","[Comment delete by id] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","4","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","7","","UserRepoSuite","","","","[User delete by id] successfully deleted",""
"passed","Thu Dec 26 21:03:32 GMT 2024","Thu Dec 26 21:03:32 GMT 2024","37","","ITSaladSuite","","","","[Get all] success, empty filter",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","27","","CommentRepoSuite","","","","[Comment get by salad and user] successful get",""
"passed","Thu Dec 26 21:03:32 GMT 2024","Thu Dec 26 21:03:32 GMT 2024","54","","ITSaladSuite","","","","[Get all] success, filter by ingredients and types",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","16","","SaladTypeSuite","","","","[Salad type get by id] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","1","","MeasurementSuite","","","","[Measurement create] successfully created",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","2","","CommentSuite","","","","[Comment get by id] successful get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","1","","CommentSuite","","","","[Comment get by salad and user] successful get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","7","","AuthSuite","","","","[Login] username not found",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","57","","UserSuite","","","","[User get by id] successful get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","37","","KeywordsValidatorSuite","","","","[Keyword validator get all] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","16","","SaladTypeSuite","","","","[Salad type update] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","13","","CommentRepoSuite","","","","[Comment get by salad and user] failed to get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","6","","IngredientTypeRepoSuite","","","","[Ingredient type get by id] successful get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","67","","RecipeRepoSuite","","","","[Recipe update] successfully updated",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","8","","KeywordsValidatorSuite","","","","[Keyword validator verify] verified",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","35","","UserSuite","","","","[User create] empty name",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","15","","SaladInteractorSuite","","","","[Salad interactor get all] service error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","18","","SaladSuite","","","","[Salad get all] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","9","","SaladSuite","","","","[Salad get by id] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","11","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","37","","CommentRepoSuite","","","","[Comment get all by salad id] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","8","","MeasurementRepoSuite","","","","[Measurement delete by id] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","4","","IngredientTypeRepoSuite","","","","[Ingredient type update] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","19","","SaladSuite","","","","[Salad get all] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","18","","MeasurementSuite","","","","[Measurement update link] repo error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","21","","SaladTypeRepoSuite","","","","[Salad type create] not inserted",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","2","","KeywordsRepoSuite","","","","[Keyword get all] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","9","","UserSuite","","","","[User get by id] successful get",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","3","","UserRepoSuite","","","","[User get by id] failed to get",""
"passed","Thu Dec 26 21:03:32 GMT 2024","Thu Dec 26 21:03:32 GMT 2024","27","","ITAuthSuite","","","","[Get by username] username not found",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","6","","KeywordsRepoSuite","","","","[Keyword delete by id] sql error",""
"passed","Thu Dec 26 21:03:20 GMT 2024","Thu Dec 26 21:03:20 GMT 2024","7","","SaladTypeRepoSuite","","","","[Salad type delete by id] successfully deleted",""
