"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","28","","UserSuite","","","","[User update] successfully updated",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","18","","SaladTypeRepoSuite","","","","[Salad type get all] sql error",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","9","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] successful get",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","15","","SaladTypeRepoSuite","","","","[Salad type get by id] failed to get",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","12","","KeywordsValidatorSuite","","","","[Keyword validator verify] verification failed",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","29","","IngredientTypeSuite","","","","[Ingredient type get by id] successful get",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:38 GMT 2025","1","","CommentRepoSuite","","","","[Comment get all by salad id] sql error",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","20","","MeasurementSuite","","","","[Measurement get all] repo error",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","18","","RecipeSuite","","","","[Recipe get all] repo error",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","19","","SaladSuite","","","","[Salad create] empty name",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","19","","SaladTypeRepoSuite","","","","[Salad type delete by id] successfully deleted",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","40","","IngredientTypeSuite","","","","[Ingredient type create] successfully created",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","3","","SaladRepoSuite","","","","[Recipe delete by id] sql error",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","15","","SaladTypeRepoSuite","","","","[Salad type get all] successful get",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","37","","IngredientTypeSuite","","","","[Ingredient type delete by id] successfully deleted",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","20","","SaladTypeRepoSuite","","","","[Salad type link] successfully unlinked",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","12","","KeywordsValidatorSuite","","","","[keyword validator delete by id] repo error",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","24","","CommentRepoSuite","","","","[Comment get all by salad id] successful get",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","4","","RecipeStepSuite","","","","[RecipeStep get by id] successful get",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","12","","IngredientTypeRepoSuite","","","","[Ingredient type get all] successful get",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","16","","CommentSuite","","","","[Comment get by id] successful get",""
"passed","Mon Jan 27 18:26:39 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","5","","SaladTypeSuite","","","","[Url validator verify] verification failed",""
"passed","Mon Jan 27 18:26:38 GMT 2025","Mon Jan 27 18:26:39 GMT 2025","6","","AuthSuite","","","","[Register] empty name",""
