"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","20","","IngredientTypeSuite","","","","[Ingredient type get all] successful get",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","68","","RecipeStepRepoSuite","","","","[Recipe step get by id] failed to get",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","24","","SaladRepoSuite","","","","[Recipe update] failed to update",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","29","","AuthSuite","","","","[Register] successfully signed up",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","63","","IngredientTypeRepoSuite","","","","[Ingredient type delete by id] sql error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","59","","RecipeRepoSuite","","","","[Recipe delete by id] sql error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","45","","SaladTypeRepoSuite","","","","[Salad type link] sql error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","28","","IngredientTypeSuite","","","","[Ingredient type update] successfully updated",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","17","","SaladRepoSuite","","","","[Recipe get by id] failed to get",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","41","","IngredientTypeSuite","","","","[Ingredient type get by id] successful get",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","25","","SaladTypeSuite","","","","[Salad type get all] repo error",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","17","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","4","","SaladTypeSuite","","","","[Salad type delete by id] repo error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","60","","SaladTypeRepoSuite","","","","[Salad type get by id] failed to get",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","29","","MeasurementSuite","","","","[Measurement delete by id] repo error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","47","","SaladSuite","","","","[Salad update] successfully updated",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","23","","MeasurementRepoSuite","","","","[Measurement get by recipe id] successful get",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","1","","UserSuite","","","","[User update] repo error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","27","","MeasurementSuite","","","","[Measurement get by id] repo error",""
"passed","Wed Oct 23 08:27:10 GMT 2024","Wed Oct 23 08:27:10 GMT 2024","55","","ITRecipeStepSuite","","","","[Delete all by recipe id] success",""
"passed","Wed Oct 23 08:27:10 GMT 2024","Wed Oct 23 08:27:10 GMT 2024","80","","ITSaladSuite","","","","[Get all] success, filter by ingredients",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:56 GMT 2024","7","","IngredientTypeSuite","","","","[Ingredient type get by id] repo error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","79","","RecipeRepoSuite","","","","[Recipe update] successfully updated",""
"passed","Wed Oct 23 08:27:10 GMT 2024","Wed Oct 23 08:27:10 GMT 2024","74","","ITAuthSuite","","","","[Register] username isn't unique",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","48","","SaladTypeRepoSuite","","","","[Salad type link] successfully linked",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","29","","UserRepoSuite","","","","[User get by username] successful get",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","69","","RecipeRepoSuite","","","","[Recipe get by salad id] failed to get",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","64","","MeasurementRepoSuite","","","","[Measurement delete by id] sql error",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","12","","SaladInteractorSuite","","","","[Salad interactor create] successful get",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","2","","MeasurementRepoSuite","","","","[Measurement get by id] failed to get",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","10","","MeasurementRepoSuite","","","","[Measurement get all] sql error",""
"passed","Wed Oct 23 08:26:56 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","41","","SaladSuite","","","","[Salad get all] successful get",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","1","","UserSuite","","","","[User get by id] repo error",""
"passed","Wed Oct 23 08:26:57 GMT 2024","Wed Oct 23 08:26:57 GMT 2024","11","","KeywordsValidatorSuite","","","","[keyword validator get by id] repo error",""
