"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","20","","KeywordsRepoSuite","","","","[Keyword create] not inserted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","10","","RecipeRepoSuite","","","","[Recipe get by id] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","26","","UserSuite","","","","[User create] empty name",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","9","","KeywordsValidatorSuite","","","","[Keyword validator get all] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","14","","RecipeStepSuite","","","","[RecipeStep delete all by recipe id] successfully deleted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","21","","SaladTypeRepoSuite","","","","[Salad type create] not inserted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","9","","KeywordsRepoSuite","","","","[Keyword get all] sql error",""
"passed","Thu Dec 26 20:52:00 GMT 2024","Thu Dec 26 20:52:00 GMT 2024","38","","ITSaladSuite","","","","[Get all] success, filter by ingredients and types",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","38","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","36","","MeasurementSuite","","","","[Measurement update] repo error",""
"passed","Thu Dec 26 20:52:00 GMT 2024","Thu Dec 26 20:52:00 GMT 2024","14","","ITAuthSuite","","","","[Register] successfully signed up",""
"passed","Thu Dec 26 20:52:00 GMT 2024","Thu Dec 26 20:52:00 GMT 2024","46","","ITSaladSuite","","","","[Get all] success, empty filter",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","6","","SaladSuite","","","","[Salad delete by id] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","5","","IngredientTypeSuite","","","","[Ingredient type get all] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","27","","MeasurementRepoSuite","","","","[Measurement delete by id] successfully deleted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","5","","IngredientTypeSuite","","","","[Ingredient type create] successfully created",""
"passed","Thu Dec 26 20:52:00 GMT 2024","Thu Dec 26 20:52:00 GMT 2024","9","","ITAuthSuite","","","","[Register] email isn't unique",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","14","","SaladTypeRepoSuite","","","","[Salad type get all] sql error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","11","","CommentRepoSuite","","","","[Comment create] successfully created",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","33","","MeasurementSuite","","","","[Measurement get by recipe] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","9","","SaladSuite","","","","[Salad get all] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","16","","UserRepoSuite","","","","[User get by id] failed to get",""
"passed","Thu Dec 26 20:52:00 GMT 2024","Thu Dec 26 20:52:00 GMT 2024","40","","ITAuthSuite","","","","[Get by username] username not found",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","39","","MeasurementSuite","","","","[Measurement get by id] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","34","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] successfully deleted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","28","","SaladTypeRepoSuite","","","","[Salad type get by id] failed to get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","30","","SaladInteractorSuite","","","","[Salad interactor create] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","37","","CommentRepoSuite","","","","[Comment get by salad and user] failed to get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","17","","UserSuite","","","","[User get by id] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","45","","SaladRepoSuite","","","","[Recipe create] not inserted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","9","","IngredientTypeSuite","","","","[Ingredient type get by id] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","15","","RecipeStepSuite","","","","[RecipeStep create] successfully created",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","10","","RecipeRepoSuite","","","","[Recipe get by id] failed to get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","12","","UserSuite","","","","[User update] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","5","","SaladTypeSuite","","","","[Salad type get by id] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","20","","UserRepoSuite","","","","[User get all] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","14","","SaladTypeSuite","","","","[Salad type get all] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","27","","MeasurementRepoSuite","","","","[Measurement delete by id] sql error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","12","","IngredientTypeSuite","","","","[Ingredient type create] empty name",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","4","","IngredientTypeRepoSuite","","","","[Ingredient type delete by id] sql error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","7","","SaladSuite","","","","[Salad delete by id] successfully deleted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","6","","KeywordsRepoSuite","","","","[Keyword get by id] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","9","","RecipeRepoSuite","","","","[Recipe get all] sql error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","8","","CommentSuite","","","","[Comment get by salad and user] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","3","","KeywordsValidatorSuite","","","","[keyword validator delete by id] successfully deleted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","36","","MeasurementSuite","","","","[Measurement create] empty name",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","5","","RecipeStepSuite","","","","[RecipeStep update] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","26","","RecipeSuite","","","","[Recipe get by salad id] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","18","","RecipeSuite","","","","[Recipe get all] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","11","","CommentSuite","","","","[Comment update] successfully updated",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","18","","RecipeSuite","","","","[Recipe create] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","8","","IngredientTypeRepoSuite","","","","[Ingredient type get all] sql error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","14","","KeywordsValidatorSuite","","","","[Keyword validator verify] verified",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","14","","MeasurementRepoSuite","","","","[Measurement get by recipe id] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","15","","UserSuite","","","","[User create] successfully created",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","24","","SaladTypeRepoSuite","","","","[Salad type link] successfully unlinked",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","17","","CommentRepoSuite","","","","[Comment get all by salad id] sql error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","38","","SaladRepoSuite","","","","[Recipe get all] successful get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","17","","RecipeSuite","","","","[Recipe get all] repo error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","10","","IngredientTypeSuite","","","","[Ingredient type delete by id] successfully deleted",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","34","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","21","","IngredientTypeRepoSuite","","","","[Ingredient type get by id] failed to get",""
"passed","Thu Dec 26 20:51:46 GMT 2024","Thu Dec 26 20:51:46 GMT 2024","4","","MeasurementRepoSuite","","","","[Measurement update] successfully updated",""
