"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","8","","UserRepoSuite","","","","[User get by username] successful get",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","3","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] successfully deleted",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","11","","UserSuite","","","","[User create] successfully created",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","1","","RecipeSuite","","","","[Recipe get all] repo error",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","40","","CommentSuite","","","","[Comment get by id] repo error",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","12","","MeasurementRepoSuite","","","","[Measurement create] not inserted",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","26","","CommentSuite","","","","[Comment get by salad and user] repo error",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","40","","SaladTypeRepoSuite","","","","[Salad type delete by id] sql error",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","13","","MeasurementRepoSuite","","","","[Measurement get by recipe id] sql error",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","2","","SaladTypeSuite","","","","[Salad type update] successfully updated",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","7","","UserSuite","","","","[User update] successfully updated",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","5","","AuthRepoSuite","","","","[Get] not found",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","67","","IngredientTypeSuite","","","","[Ingredient type create] successfully created",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","21","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] successfully deleted",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","16","","MeasurementSuite","","","","[Measurement get by id] successful get",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","2","","IngredientTypeRepoSuite","","","","[Ingredient type get all] successful get",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","7","","RecipeStepRepoSuite","","","","[Recipe step get by id] successful get",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","2","","SaladSuite","","","","[Salad delete by id] successfully deleted",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","20","","SaladSuite","","","","[Salad get all] successful get",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","1","","SaladInteractorSuite","","","","[Salad interactor get all rated by user] successful get",""
"passed","Tue Dec 24 17:14:50 GMT 2024","Tue Dec 24 17:14:50 GMT 2024","44","","ITRecipeStepSuite","","","","[Get by id] success",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","6","","AuthRepoSuite","","","","[Register] successfully inserted",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","27","","SaladTypeRepoSuite","","","","[Salad type get all] successful get",""
"passed","Tue Dec 24 17:14:50 GMT 2024","Tue Dec 24 17:14:50 GMT 2024","43","","ITRecipeStepSuite","","","","[Create] successfully created",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","13","","SaladSuite","","","","[Salad create] empty name",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","7","","SaladInteractorSuite","","","","[Salad interactor create] successfully created",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","4","","KeywordsValidatorSuite","","","","[Keyword validator get all] successful get",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","23","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] successfully updated",""
"passed","Tue Dec 24 17:14:38 GMT 2024","Tue Dec 24 17:14:38 GMT 2024","10","","UserRepoSuite","","","","[User get by id] failed to get",""
