"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","4","","RecipeSuite","","","","[Recipe get by salad id] repo error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","22","","CommentSuite","","","","[Comment get by salad and user] repo error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","6","","IngredientTypeSuite","","","","[Ingredient type delete by id] successfully deleted",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","22","","RecipeStepSuite","","","","[RecipeStep create] empty name",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","16","","KeywordsValidatorSuite","","","","[Keyword validator verify] verified",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","29","","RecipeRepoSuite","","","","[Recipe create] successfully created",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","24","","MeasurementRepoSuite","","","","[Measurement get by recipe id] sql error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","19","","RecipeStepSuite","","","","[RecipeStep get by id] successful get",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","5","","IngredientTypeRepoSuite","","","","[Ingredient type get all] sql error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","24","","RecipeRepoSuite","","","","[Recipe get all] successful get",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","14","","SaladInteractorSuite","","","","[Salad interactor delete by id] service error",""
"passed","Mon Jan 27 18:24:07 GMT 2025","Mon Jan 27 18:24:07 GMT 2025","39","","ITSaladSuite","","","","[Get all] success, filter by ingredients",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","25","","CommentRepoSuite","","","","[Comment delete by id] successfully deleted",""
"passed","Mon Jan 27 18:24:07 GMT 2025","Mon Jan 27 18:24:07 GMT 2025","51","","ITRecipeStepSuite","","","","[Create] recipe not found",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","17","","SaladTypeRepoSuite","","","","[Salad type get all] sql error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","23","","CommentSuite","","","","[Comment update] repo error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","23","","MeasurementSuite","","","","[Measurement update] repo error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","10","","UserSuite","","","","[User delete by id] repo error",""
"passed","Mon Jan 27 18:23:54 GMT 2025","Mon Jan 27 18:23:54 GMT 2025","24","","SaladTypeRepoSuite","","","","[Salad type update] successfully updated",""
