"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 20:53:51 GMT 2024","Thu Dec 26 20:53:52 GMT 2024","1615","","E2ESuite","","","","[e2e] Test2",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","8","","SaladInteractorSuite","","","","[Salad interactor create] successful get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","25","","CommentRepoSuite","","","","[Comment get by id] failed to get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","54","","UserSuite","","","","[User get all] successful get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","62","","IngredientTypeRepoSuite","","","","[Ingredient type create] not inserted",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","1","","CommentRepoSuite","","","","[Comment get all by salad id] successful get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","7","","UserRepoSuite","","","","[User create] successfully created",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","30","","KeywordsRepoSuite","","","","[Keyword create] not inserted",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","23","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","35","","RecipeRepoSuite","","","","[Recipe update] failed to update",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","7","","SaladTypeRepoSuite","","","","[Salad type get by id] failed to get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","31","","RecipeStepSuite","","","","[RecipeStep update] successfully updated",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","4","","RecipeStepRepoSuite","","","","[Recipe step get by id] failed to get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","8","","CommentSuite","","","","[Comment Create] successfully created",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","40","","SaladRepoSuite","","","","[Recipe get by id] successful get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","25","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","7","","IngredientTypeRepoSuite","","","","[Ingredient type delete by id] sql error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","56","","SaladTypeSuite","","","","[Salad type create] empty name",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","28","","RecipeStepSuite","","","","[RecipeStep delete all by recipe id] successfully deleted",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","7","","KeywordsValidatorSuite","","","","[keyword validator delete by id] successfully deleted",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","39","","SaladRepoSuite","","","","[Recipe get all] successful get",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","6","","CommentRepoSuite","","","","[Comment get all by salad id] sql error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","2","","CommentSuite","","","","[Comment create] rating below minimum border",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","8","","UserSuite","","","","[User create] successfully created",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","32","","KeywordsRepoSuite","","","","[Keyword update] failed to update",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","10","","KeywordsValidatorSuite","","","","[keyword validator get by id] repo error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","26","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","13","","SaladTypeRepoSuite","","","","[Salad type delete by id] sql error",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","39","","RecipeRepoSuite","","","","[Recipe update] successfully updated",""
"passed","Thu Dec 26 20:53:33 GMT 2024","Thu Dec 26 20:53:33 GMT 2024","10","","AuthSuite","","","","[Login] username not found",""
