"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","17","","UserSuite","","","","[User get by id] repo error",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","3","","MeasurementRepoSuite","","","","[Measurement delete by id] successfully deleted",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","11","","IngredientTypeSuite","","","","[Ingredient type create] successfully created",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","42","","RecipeSuite","","","","[Recipe delete by id] successfully deleted",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","9","","KeywordsRepoSuite","","","","[Keyword get by id] failed to get",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","15","","IngredientTypeRepoSuite","","","","[Ingredient type get all] successful get",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","9","","CommentSuite","","","","[Comment delete by id] repo error",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","28","","SaladInteractorSuite","","","","[Salad interactor get all] service error",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","21","","RecipeStepSuite","","","","[RecipeStep get all by recipe] successful get",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","8","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","10","","IngredientTypeRepoSuite","","","","[Ingredient type delete by id] sql error",""
"passed","Tue Dec 24 15:59:17 GMT 2024","Tue Dec 24 15:59:17 GMT 2024","39","","ITRecipeStepSuite","","","","[Get by id] success",""
"passed","Tue Dec 24 15:59:05 GMT 2024","Tue Dec 24 15:59:05 GMT 2024","9","","CommentSuite","","","","[Comment get by salad and user] repo error",""
