"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","11","","UserSuite","","","","[User get by id] repo error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","6","","UserSuite","","","","[User get by id] successful get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","57","","IngredientTypeSuite","","","","[Ingredient type delete by id] repo error",""
"passed","Thu Dec 26 21:05:21 GMT 2024","Thu Dec 26 21:05:21 GMT 2024","29","","ITRecipeStepSuite","","","","[Create] successfully created",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","4","","UserRepoSuite","","","","[User get by username] successful get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","38","","CommentRepoSuite","","","","[Comment get all by salad id] sql error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","56","","IngredientTypeSuite","","","","[Ingredient type get all] repo error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","2","","IngredientTypeSuite","","","","[Ingredient type delete by id] successfully deleted",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","32","","RecipeStepSuite","","","","[RecipeStep delete by id] successfully deleted",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","3","","RecipeSuite","","","","[Recipe get by salad id] successful get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","43","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","8","","KeywordsRepoSuite","","","","[Keyword create] successfully created",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","8","","UserRepoSuite","","","","[User get by id] successful get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","18","","KeywordsValidatorSuite","","","","[Keyword validator get all] repo error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","5","","UserRepoSuite","","","","[User get by id] failed to get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","7","","RecipeRepoSuite","","","","[Recipe update] successfully updated",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","6","","RecipeStepSuite","","","","[RecipeStep get by id] repo error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","5","","RecipeSuite","","","","[Recipe update] successfully updated",""
"passed","Thu Dec 26 21:05:21 GMT 2024","Thu Dec 26 21:05:21 GMT 2024","27","","ITAuthSuite","","","","[Get by username] success",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","14","","RecipeRepoSuite","","","","[Recipe get all] sql error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","17","","RecipeRepoSuite","","","","[Recipe get by salad id] successful get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","19","","CommentRepoSuite","","","","[Comment update] sql error",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","63","","MeasurementRepoSuite","","","","[Measurement get by id] failed to get",""
"passed","Thu Dec 26 21:05:08 GMT 2024","Thu Dec 26 21:05:08 GMT 2024","11","","SaladSuite","","","","[Salad get all] repo error",""
