"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 24 16:06:24 GMT 2024","Tue Dec 24 16:06:24 GMT 2024","8","","SaladInteractorSuite","","","","[Salad interactor get all rated by user] service error",""
"passed","Tue Dec 24 16:06:24 GMT 2024","Tue Dec 24 16:06:24 GMT 2024","12","","RecipeStepRepoSuite","","","","[Recipe step get by id] failed to get",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","11","","SaladTypeSuite","","","","[Salad type get all] repo error",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","17","","SaladTypeRepoSuite","","","","[Salad type get by id] successful get",""
"passed","Tue Dec 24 16:06:24 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","23","","RecipeStepRepoSuite","","","","[Recipe step delete by id] successfully deleted",""
"passed","Tue Dec 24 16:06:24 GMT 2024","Tue Dec 24 16:06:24 GMT 2024","6","","SaladRepoSuite","","","","[Recipe delete by id] sql error",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","17","","RecipeStepInteractorSuite","","","","[Recipe step interactor create] service error",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","7","","CommentSuite","","","","[Comment create] rating below minimum border",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","4","","IngredientTypeRepoSuite","","","","[Ingredient type delete by id] sql error",""
"passed","Tue Dec 24 16:06:37 GMT 2024","Tue Dec 24 16:06:37 GMT 2024","46","","ITSaladSuite","","","","[Get all] success, filter by types",""
"passed","Tue Dec 24 16:06:37 GMT 2024","Tue Dec 24 16:06:37 GMT 2024","39","","ITRecipeStepSuite","","","","[Get all by recipe id] success",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","4","","RecipeRepoSuite","","","","[Recipe get all] sql error",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","15","","UserRepoSuite","","","","[User get by id] successful get",""
"passed","Tue Dec 24 16:06:25 GMT 2024","Tue Dec 24 16:06:25 GMT 2024","7","","CommentSuite","","","","[Comment get by salad and user] repo error",""
